Time End;Sexo;País;En caso de ser Español, ¿cuál  es su provincia de procedencia?;Con quién viaja (sólo una opción);Duración de la estancia en Madrid;Con quién viaja (sólo una opción) - Observaciones;Número de informadores turísticos que están atendiendo;¿Ha buscado información sobre la ciudad de Madrid antes de venir? ¿A través de qué medio? - Observaciones;Oferta de idiomas;Satisfacción con la información facilitada sobre Visitas Guiadas;Observaciones;¿Cómo ha localizado los SAIT?;¿Cuál es el motivo de su visita a la Ciudad de Madrid? - Observaciones;Trato y amabilidad;Conocimiento del idioma utilizado por parte del personal;Satisfacción con la información facilitada;Utilidad de la información facilitada;Tiempo de espera para ser atendido;Orden y limpieza;Localización de las instalaciones;¿Cuál es su nivel global de satisfacción con el Servicio de Atención e Información Turística?;Horario de atención al público;¿Volvería a utilizar este servicio?;Mobiliario (sólo Centros de Turismo);Iluminación (sólo Centros de Turismo);Contenido de los folletos;¿ En qué medio de transporte ha llegado a Madrid? - Observaciones;Plano de la ciudad;¿Ha buscado información sobre la ciudad de Madrid antes de venir? ¿A través de qué medio?;Ruido ambiental;Disponibilidad de folletos en el idioma del usuario;Edad;¿Cómo ha localizado los SAIT? - Observaciones;¿Cuál es el motivo de su visita a la Ciudad de Madrid?;Claridad del lenguaje utilizado;Adecuación de los folletos a la información solicitada;Distribución del espacio (sólo Centros de Turismo;Satisfacción con el Horario de atención al público;¿Qué instalaciones del Servicio de Atención e Información Turística ha visitado? (Seleccione todas las opciones que correspondan);¿ En qué medio de transporte ha llegado a Madrid?;Aspecto del personal de atención (vestimenta, aseo, identificación);Señalización informativa
14/09/2023;Hombre;España;Madrid;Residente;Residente;;10;;10;NS/NC;;Los ha encontrado en su recorrido;;10;10;9;10;10;10;10;10;10;Sí;10;10;10;;10;No ha buscado información;10;10;25-44;;Residente;10;10;10;10;PIT Palacio Real;Residente;10;8
14/09/2023;Hombre;Brasil;;Sólo;De 4 a 7 noches;;10;esmadrid;10;10;;Los ha encontrado en su recorrido;;10;10;10;10;10;10;10;10;10;Sí;10;10;10;;10;Internet/web (Indicar páginas);10;10;25-44;;Ocio, recreo y vacaciones;10;10;10;10;PIT Palacio Real;Avión;10;10
14/09/2023;Mujer;España;Madrid;Residente;Residente;;NS/NC;;NS/NC;NS/NC;;Los ha encontrado en su recorrido;;10;10;9;9;10;9;9;10;10;Sí;10;10;9;;10;No ha buscado información;9;9;15-24;;Residente;10;10;10;9;PIT Palacio Real;Residente;10;9
14/09/2023;Mujer;España;Madrid;Sólo;Residente;;10;;10;10;;Los ha encontrado en su recorrido;;10;10;10;10;10;10;8;9;10;Sí;10;10;8;;8;No ha buscado información;8;10;+65;;Residente;10;8;10;10;PIT Palacio Real;Residente;10;10
14/09/2023;Mujer;España;Madrid;Residente;Residente;;10;;10;10;;Los había visto anteriormente;;10;10;10;10;10;10;10;10;10;Sí;10;10;10;;10;No ha buscado información;10;10;45-64;;Residente;10;10;10;10;PIT de CentroCentro;Residente;10;10
14/09/2023;Mujer;España;Teruel;Sólo;Residente;;10;;NS/NC;NS/NC;;Los ha encontrado en su recorrido;;10;10;10;10;10;NS/NC;NS/NC;10;10;Sí;NS/NC;NS/NC;10;;NS/NC;No ha buscado información;NS/NC;10;15-24;;Residente;10;10;NS/NC;10;PIT Cuesta de Moyano;Residente;10;NS/NC
14/09/2023;Mujer;España;Teruel;En familia;3 noches;;NS/NC;;NS/NC;NS/NC;;Los había visto anteriormente;;10;10;10;10;NS/NC;NS/NC;10;9;10;Sí;8;10;10;;10;No ha buscado información;NS/NC;NS/NC;45-64;;Ocio, recreo y vacaciones;10;10;8;10;PIT Cuesta de Moyano;Coche particular;10;9
14/09/2023;Hombre;España;Madrid;Sólo;Residente;;10;;9;10;;Los había visto anteriormente;;10;10;10;10;9;10;10;10;10;Sí;NS/NC;10;8;;9;No ha buscado información;10;10;15-24;;Tránsito;9;10;NS/NC;10;PIT del Paseo del Prado;Residente;10;10
14/09/2023;Hombre;Brasil;;En pareja;2 noches;;10;blogs;10;9;;Los ha encontrado en su recorrido;;9;9;10;10;10;9;10;10;10;Sí;NS/NC;NS/NC;10;;10;Internet/web (Indicar páginas);9;10;25-44;;Ocio, recreo y vacaciones;10;10;NS/NC;9;PIT Palacio Real;Avión;10;9
14/09/2023;Mujer;Francia;;En pareja;De 4 a 7 noches;;10;;10;NS/NC;;Los ha encontrado en su recorrido;;10;9;9;9;10;8;10;8;10;Sí;7;8;8;;7;Guías turísticas publicadas sobre la ciudad;8;4;+65;;Ocio, recreo y vacaciones;9;8;8;10;PIT Cuesta de Moyano;Avión;9;9
14/09/2023;Mujer;México;;En familia;De 4 a 7 noches;;10;google;NS/NC;NS/NC;;Los había visto anteriormente;;10;10;8;9;NS/NC;7;8;NS/NC;10;Sí;8;NS/NC;10;;10;Internet/web (Indicar páginas);7;NS/NC;25-44;;Ocio, recreo y vacaciones;10;10;8;10;PIT de Atocha;Avión;NS/NC;9
14/09/2023;Mujer;México;;En familia;De 4 a 7 noches;;10;;10;10;;Los ha encontrado en su recorrido;;10;10;10;10;10;10;10;10;10;Sí;10;10;10;;10;No ha buscado información;10;10;+65;;Ocio, recreo y vacaciones;10;10;10;10;PIT Palacio Real;Avión;10;10
14/09/2023;Mujer;España;Sevilla;En pareja;De 4 a 7 noches;;2;;NS/NC;NS/NC;;Los ha encontrado en su recorrido;;10;NS/NC;10;10;2;NS/NC;10;10;NS/NC;Sí;NS/NC;NS/NC;NS/NC;;10;No ha buscado información;2;NS/NC;45-64;;Familia;10;10;NS/NC;NS/NC;PIT del Paseo del Prado;Tren;10;NS/NC
14/09/2023;Mujer;España;Madrid;Residente;Residente;;9;;10;NS/NC;;Tenía información previa de su ubicación;;9;9;9;9;9;8;9;9;9;Sí;9;10;NS/NC;;9;No ha buscado información;9;NS/NC;+65;Residente;Residente;8;NS/NC;9;10;Centro de Turismo de la Plaza Mayor;Residente;9;9
14/09/2023;Mujer;Argentina;;Con amigos;De 4 a 7 noches;;10;;10;10;;Los ha encontrado en su recorrido;;10;9;10;10;10;9;10;10;10;Sí;NS/NC;NS/NC;NS/NC;;10;Guías turísticas publicadas sobre la ciudad;10;NS/NC;+65;;Ocio, recreo y vacaciones;10;10;NS/NC;10;PIT del Paseo del Prado;Autobús;10;10
14/09/2023;Mujer;España;Madrid;Residente;Residente;;9;;10;9;;Los había visto anteriormente;;10;10;10;10;10;10;10;10;9;Sí;NS/NC;NS/NC;10;;10;No ha buscado información;10;10;45-64;;Residente;10;10;NS/NC;10;PIT Palacio Real;Residente;10;NS/NC
14/09/2023;Mujer;España;Córdoba;Con amigos;2 noches;;10;esmadrid.com;10;NS/NC;;Los ha encontrado en su recorrido;;10;10;10;10;10;10;9;9;10;Sí;10;10;9;;9;Internet/web (Indicar páginas);10;10;25-44;;Ocio, recreo y vacaciones;10;9;9;10;PIT de CentroCentro;Tren;10;9
14/09/2023;Mujer;España;Madrid;Residente;Residente;;9;;8;9;;Los ha encontrado en su recorrido;;9;9;9;9;9;9;9;9;9;Sí;9;9;NS/NC;;9;No ha buscado información;8;NS/NC;+65;;Residente;9;NS/NC;9;9;Centro de Turismo de la Plaza Mayor;Residente;9;9
14/09/2023;Mujer;España;Las Palmas;En pareja;3 noches;;5;;8;NS/NC;;Los ha encontrado en su recorrido;;10;10;10;10;5;8;8;8;7;Sí;NS/NC;NS/NC;8;;8;No ha buscado información;5;8;25-44;;Ocio, recreo y vacaciones;10;8;NS/NC;7;PIT del Aeropuerto T-2;Avión;10;6
14/09/2023;Mujer;España;Madrid;Residente;Residente;;2;Amigos Museo del Prado;NS/NC;10;Viene 1 vez al mes a por Esmadrid y agenda exposiciones;Otros;;10;NS/NC;10;10;1;NS/NC;10;10;10;Sí;NS/NC;NS/NC;10;;10;Otros (Indicar);3;NS/NC;+65;Viene habitualmente;Residente;10;10;NS/NC;10;PIT Palacio Real;Residente;10;9
14/09/2023;Hombre;Australia;;En pareja;3 noches;;9;redes sociales;9;NS/NC;;Los ha encontrado en su recorrido;;9;9;9;9;8;9;9;9;9;Sí;9;9;NS/NC;;9;Internet/web (Indicar páginas);9;NS/NC;45-64;;Ocio, recreo y vacaciones;8;NS/NC;9;9;Centro de Turismo de la Plaza Mayor;Avión;9;9
14/09/2023;Mujer;España;Valladolid;En pareja;2 noches;;10;;10;10;;Los ha encontrado en su recorrido;;10;10;10;10;10;10;10;10;10;Sí;NS/NC;NS/NC;10;;10;No ha buscado información;10;10;45-64;;Ocio, recreo y vacaciones;10;10;NS/NC;10;;Coche particular;10;8
14/09/2023;Hombre;España;Huelva;En pareja;2 noches;;10;;10;NS/NC;;Los ha encontrado en su recorrido;;10;10;10;10;10;10;10;9;10;Sí;8;10;9;;9;Guías turísticas publicadas sobre la ciudad;10;10;25-44;;Ocio, recreo y vacaciones;10;9;9;10;PIT de CentroCentro;Tren;10;9
14/09/2023;Mujer;España;Madrid;Con amigos;Residente;;10;;10;9;;Los ha encontrado en su recorrido;;10;10;9;10;10;10;10;10;10;Sí;NS/NC;NS/NC;10;;10;No ha buscado información;10;10;+65;;Gastronomía;10;10;NS/NC;9;PIT del Paseo del Prado;Tren;10;10
14/09/2023;Hombre;España;Granada;En familia;3 noches;;5;;8;NS/NC;;Los ha encontrado en su recorrido;;10;10;10;10;5;8;8;8;8;Sí;NS/NC;NS/NC;8;;7;No ha buscado información;5;7;45-64;;Ocio, recreo y vacaciones;10;7;NS/NC;8;PIT del Aeropuerto T-2;Avión;10;8
14/09/2023;Mujer;Costa Rica;;En familia;1 noche;;10;;10;10;;Los ha encontrado en su recorrido;;10;10;10;10;10;10;NS/NC;10;10;Sí;NS/NC;NS/NC;10;;10;No ha buscado información;10;10;25-44;;Tránsito;10;10;NS/NC;NS/NC;PIT del Aeropuerto T-4;Avión;10;10
14/09/2023;Mujer;España;Segovia;Sólo;Residente;;10;;10;10;;Los había visto anteriormente;;10;10;10;9;9;9;10;10;10;Sí;NS/NC;NS/NC;NS/NC;;10;No ha buscado información;10;9;+65;;Cultura;10;10;NS/NC;9;PIT del Paseo del Prado;Tren;10;10
14/09/2023;Hombre;España;Madrid;Residente;Residente;;10;;10;1;;Otros;;10;10;10;10;10;7;10;8;10;Sí;8;8;7;;5;No ha buscado información;NS/NC;10;+65;Los conoce desde hace años;Residente;10;5;8;10;PIT Cuesta de Moyano;Residente;10;8
14/09/2023;Mujer;España;Madrid;En pareja;Residente;;1;;NS/NC;NS/NC;;Los había visto anteriormente;;10;NS/NC;10;10;NS/NC;6;NS/NC;NS/NC;10;Sí;NS/NC;NS/NC;10;;NS/NC;No ha buscado información;5;NS/NC;45-64;;Residente;;10;7;9;PIT de Atocha;Residente;10;10
14/09/2023;Mujer;Venezuela;;En familia;De 4 a 7 noches;;NS/NC;;NS/NC;NS/NC;;Los ha encontrado en su recorrido;;10;10;10;10;9;9;10;9;9;Sí;NS/NC;NS/NC;10;;10;No ha buscado información;8;10;25-44;;Familia;10;10;NS/NC;10;PIT de Estadio Santiago Bernabéu;Avión;10;9
14/09/2023;Mujer;Italia;;En familia;3 noches;;10;;10;10;;Los había visto anteriormente;;10;10;10;10;10;10;10;10;10;Sí;10;10;10;;10;Guías turísticas publicadas sobre la ciudad;10;10;25-44;;Ocio, recreo y vacaciones;10;10;10;10;PIT de Atocha;Avión;10;10
14/09/2023;Hombre;Israel;;Sólo;2 noches;;9;;9;9;;Los ha encontrado en su recorrido;;9;9;9;9;9;9;9;9;9;Sí;9;9;9;;9;No ha buscado información;9;9;25-44;;Ocio, recreo y vacaciones;9;9;9;9;PIT de Atocha;Avión;9;9
14/09/2023;Hombre;España;Santa Cruz de Tenerife;En familia;3 noches;;NS/NC;;NS/NC;NS/NC;;Los ha encontrado en su recorrido;;9;10;10;10;NS/NC;8;8;9;10;Sí;NS/NC;NS/NC;10;;10;No ha buscado información;NS/NC;10;25-44;;Ocio, recreo y vacaciones;10;10;NS/NC;10;PIT Cuesta de Moyano;Avión;10;10
14/09/2023;Hombre;España;Toledo;Sólo;Excursionista;;10;;10;10;;Los había visto anteriormente;;10;10;10;10;10;10;10;10;10;Sí;10;10;10;;10;No ha buscado información;10;10;+65;;Cultura;10;10;10;10;PIT de Atocha;Tren;10;10
14/09/2023;Mujer;España;Salamanca;Con amigos;3 noches;;10;redes sociales;10;10;;Los ha encontrado en su recorrido;;10;10;10;10;10;10;10;10;10;Sí;10;10;10;;10;Internet/web (Indicar páginas);10;10;45-64;;Ocio, recreo y vacaciones;10;10;10;10;PIT Palacio Real;Tren;10;10
14/09/2023;Mujer;India;;En pareja;3 noches;;10;google;10;10;;Los ha encontrado en su recorrido;;9;10;10;10;10;9;10;10;10;Sí;NS/NC;NS/NC;10;;10;Guías turísticas publicadas sobre la ciudad;8;10;25-44;;Ocio, recreo y vacaciones;10;10;NS/NC;9;PIT Palacio Real;Avión;10;10
14/09/2023;Hombre;España;Barcelona;En familia;De 4 a 7 noches;;10;;10;10;;Los ha encontrado en su recorrido;;10;10;10;10;10;10;10;10;10;Sí;10;10;10;;10;No ha buscado información;10;10;25-44;;Ocio, recreo y vacaciones;10;10;10;10;PIT de Atocha;Tren;10;10
14/09/2023;Mujer;España;Madrid;Residente;Residente;;10;;10;10;;Los había visto anteriormente;;10;10;10;10;10;10;10;10;10;Sí;10;10;10;;10;No ha buscado información;10;10;+65;;Residente;10;10;10;10;PIT de Atocha;Residente;10;10
14/09/2023;Hombre;España;Madrid;Residente;Residente;;10;;10;10;;Los había visto anteriormente;;10;10;10;10;10;10;10;10;10;Sí;10;10;10;;10;No ha buscado información;10;10;25-44;;Residente;10;10;10;10;PIT de Atocha;Residente;10;10
14/09/2023;Hombre;Italia;;En pareja;3 noches;;9;;9;NS/NC;;Los ha encontrado en su recorrido;;9;9;9;9;9;9;9;9;9;Sí;9;9;NS/NC;;9;No ha buscado información;9;NS/NC;45-64;;Ocio, recreo y vacaciones;9;NS/NC;9;9;Centro de Turismo de la Plaza Mayor;Avión;9;8
14/09/2023;Hombre;Estados Unidos;;En familia;3 noches;;10;;10;10;;Los ha encontrado en su recorrido;;10;10;10;10;10;10;10;NS/NC;10;Sí;NS/NC;NS/NC;10;;10;No ha buscado información;8;10;25-44;;Ocio, recreo y vacaciones;10;10;NS/NC;10;PIT del Aeropuerto T-4;Avión;10;9
14/09/2023;Mujer;Hungría;;Con amigos;3 noches;;10;;9;10;;Los ha encontrado en su recorrido;;9;10;10;9;10;9;10;10;10;Sí;NS/NC;NS/NC;NS/NC;;10;Guías turísticas publicadas sobre la ciudad;6;10;25-44;;Cultura;10;NS/NC;NS/NC;9;PIT del Paseo del Prado;Avión;10;9
14/09/2023;Mujer;España;Barcelona;En pareja;De 4 a 7 noches;;9;;9;9;;Los ha encontrado en su recorrido;;9;9;9;9;9;9;9;9;9;Sí;9;9;9;;9;No ha buscado información;9;9;45-64;;Ocio, recreo y vacaciones;9;9;9;9;Centro de Turismo de la Plaza Mayor;Tren;9;9
14/09/2023;Hombre;España;León;En pareja;2 noches;;9;;9;NS/NC;;Los ha encontrado en su recorrido;;9;9;9;9;9;9;10;9;9;Sí;9;9;9;;9;No ha buscado información;9;9;45-64;;Ocio, recreo y vacaciones;9;9;9;9;Centro de Turismo de la Plaza Mayor;Coche particular;9;9
14/09/2023;Hombre;España;Madrid;Residente;Residente;;9;;9;9;;Los ha encontrado en su recorrido;;9;9;9;9;9;9;9;9;9;Sí;9;9;9;;9;No ha buscado información;9;9;45-64;;Ocio, recreo y vacaciones;9;9;9;9;Centro de Turismo de la Plaza Mayor;Residente;9;9
14/09/2023;Mujer;Francia;;En pareja;3 noches;;10;;10;10;;Los ha encontrado en su recorrido;;10;10;10;10;10;10;10;10;10;Sí;10;10;10;;10;No ha buscado información;10;10;45-64;;Ocio, recreo y vacaciones;10;10;10;10;Centro de Turismo de la Plaza Mayor;Avión;10;10
14/09/2023;Hombre;España;Pontevedra;En pareja;2 noches;;9;;9;9;;Los ha encontrado en su recorrido;;9;9;9;9;9;9;9;NS/NC;9;Sí;9;9;NS/NC;;9;No ha buscado información;9;NS/NC;45-64;;Ocio, recreo y vacaciones;9;NS/NC;9;9;Centro de Turismo de la Plaza Mayor;Coche particular;9;9
14/09/2023;Mujer;España;Melilla;En pareja;De 4 a 7 noches;;10;esmadrid;10;NS/NC;;Los ha encontrado en su recorrido;;10;10;10;10;10;8;10;10;10;Sí;10;10;10;;10;Internet/web (Indicar páginas);8;10;45-64;;Ocio, recreo y vacaciones;10;10;10;10;PIT Palacio Real;Avión;10;10
14/09/2023;Mujer;España;Madrid;Sólo;Residente;;8;;7;NS/NC;;Los ha encontrado en su recorrido;;10;10;10;10;6;9;8;9;7;Sí;NS/NC;NS/NC;7;;8;No ha buscado información;7;8;25-44;;Residente;10;8;NS/NC;8;PIT del Aeropuerto T-2;Residente;10;7
14/09/2023;Mujer;España;Madrid;Residente;Residente;;10;;10;10;;Los había visto anteriormente;;10;10;10;10;10;10;10;10;10;Sí;10;10;10;;9;No ha buscado información;10;10;45-64;;Residente;10;10;10;10;PIT de CentroCentro;Residente;10;10
14/09/2023;Mujer;Alemania;;Con amigos;De 4 a 7 noches;;10;;5;NS/NC;;Los había visto anteriormente;;10;10;10;10;10;8;10;9;10;Sí;8;10;8;;9;Guías turísticas publicadas sobre la ciudad;NS/NC;1;45-64;;Cultura;10;9;8;10;PIT Cuesta de Moyano;Avión;10;8
14/09/2023;Hombre;Alemania;;En pareja;3 noches;;10;expedia;10;NS/NC;Más folletos en alemán.;Los ha encontrado en su recorrido;;10;10;10;10;10;10;10;8;10;Sí;9;10;9;;8;Guías turísticas publicadas sobre la ciudad;10;5;45-64;;Ocio, recreo y vacaciones;10;8;9;10;PIT de CentroCentro;Avión;10;9
14/09/2023;Hombre;Italia;;En pareja;3 noches;;10;;10;10;;Los ha encontrado en su recorrido;;10;10;10;10;10;10;10;10;10;Sí;10;10;10;;10;No ha buscado información;10;10;25-44;;Ocio, recreo y vacaciones;10;10;10;10;Centro de Turismo de la Plaza Mayor;Avión;10;10
14/09/2023;Mujer;España;Islas Baleares;En pareja;De 4 a 7 noches;;10;;9;10;;Los ha encontrado en su recorrido;;10;10;10;10;10;8;10;10;9;Sí;NS/NC;NS/NC;10;;10;No ha buscado información;9;7;45-64;;Ocio, recreo y vacaciones;10;10;NS/NC;9;PIT del Paseo del Prado;Avión;10;10
14/09/2023;Hombre;Reino Unido;;Con amigos;De 1 a 3 meses;;10;esmadrid.com;10;10;;Los había visto anteriormente;;10;10;10;10;10;10;10;9;10;Sí;9;9;8;;9;Internet/web (Indicar páginas);10;9;15-24;;Idiomas;10;8;10;10;PIT de CentroCentro;Avión;10;9
14/09/2023;Mujer;Dinamarca;;En pareja;3 noches;;10;;10;10;;Los ha encontrado en su recorrido;;10;10;10;10;10;10;10;10;10;Sí;NS/NC;NS/NC;10;;10;Guías turísticas publicadas sobre la ciudad;9;10;45-64;;Ocio, recreo y vacaciones;10;10;NS/NC;10;PIT del Aeropuerto T-4;Avión;10;10
14/09/2023;Mujer;España;Sevilla;En pareja;3 noches;;10;;10;10;;Los ha encontrado en su recorrido;;10;10;10;10;10;10;NS/NC;10;10;Sí;NS/NC;10;10;;10;No ha buscado información;10;10;25-44;;Ocio, recreo y vacaciones;10;10;NS/NC;10;PIT del Aeropuerto T-4;Avión;10;10
14/09/2023;Hombre;España;Las Palmas;En pareja;De 4 a 7 noches;;10;;10;10;;Los ha encontrado en su recorrido;;10;10;10;10;10;9;10;10;10;Sí;NS/NC;NS/NC;10;;10;Guías turísticas publicadas sobre la ciudad;8;10;25-44;;Ocio, recreo y vacaciones;10;10;NS/NC;10;PIT del Aeropuerto T-4;Avión;10;10
14/09/2023;Mujer;España;Barcelona;En familia;De 4 a 7 noches;;10;;8;NS/NC;;Los ha encontrado en su recorrido;;10;10;10;10;10;8;10;10;10;Sí;10;NS/NC;8;;10;No ha buscado información;9;10;25-44;;Ocio, recreo y vacaciones;10;10;8;10;PIT del Aeropuerto T-4;Avión;10;9
14/09/2023;Mujer;Estados Unidos;;En pareja;De 4 a 7 noches;;8;google;8;NS/NC;;Los había visto anteriormente;;8;8;9;9;7;10;10;9;8;Sí;10;9;10;;10;Internet/web (Indicar páginas);9;10;45-64;;Ocio, recreo y vacaciones;10;10;10;10;PIT Palacio Real;Avión;7;9
14/09/2023;Mujer;Brasil;;En familia;De 4 a 7 noches;;9;google;10;NS/NC;;Los ha encontrado en su recorrido;;8;8;9;9;10;10;10;9;9;Sí;10;8;10;;10;Internet/web (Indicar páginas);7;10;45-64;;Ocio, recreo y vacaciones;8;10;10;10;PIT Palacio Real;Avión;9;10
14/09/2023;Hombre;España;Vizcaya;Sólo;3 noches;;10;google;10;NS/NC;;Los ha encontrado en su recorrido;;10;10;10;10;10;7;10;10;10;Sí;NS/NC;NS/NC;10;;10;Internet/web (Indicar páginas);7;10;25-44;;Ocio, recreo y vacaciones;10;10;NS/NC;10;PIT de Atocha;Coche particular;10;10
14/09/2023;Hombre;España;Navarra;En pareja;2 noches;;7;;8;NS/NC;;Los ha encontrado en su recorrido;;10;10;10;10;7;8;10;9;10;Sí;10;9;NS/NC;;NS/NC;No ha buscado información;8;6;45-64;;Ocio, recreo y vacaciones;10;NS/NC;10;10;PIT del Aeropuerto T-4;Avión;10;10
14/09/2023;Mujer;Estados Unidos;;En familia;3 noches;;8;google;9;NS/NC;;Los ha encontrado en su recorrido;;10;10;10;10;9;9;10;9;10;Sí;9;9;NS/NC;;9;Internet/web (Indicar páginas);9;5;45-64;;Compras;10;NS/NC;10;10;PIT del Aeropuerto T-4;Avión;10;10
14/09/2023;Mujer;España;Madrid;Con amigos;Residente;;9;;9;10;;Los había visto anteriormente;;10;10;10;10;9;8;8;9;9;Sí;8;8;9;;9;Teléfono;8;9;25-44;;Residente;10;9;8;9;PIT de Atocha;Residente;10;8
14/09/2023;Hombre;Cuba;;En pareja;De 4 a 7 noches;;9;Televisión, cine;9;9;;Los ha encontrado en su recorrido;;9;9;9;9;9;9;9;9;9;Sí;9;9;9;;9;Otros (Indicar);9;9;45-64;;Ocio, recreo y vacaciones;9;9;9;9;PIT de Callao;Avión;9;9
14/09/2023;Mujer;Francia;;En familia;3 noches;;9;Blogs, agencias de viajes;9;9;;Los ha encontrado en su recorrido;;9;10;9;9;9;9;9;9;9;Sí;9;9;9;;9;Internet/web (Indicar páginas);9;9;25-44;;Ocio, recreo y vacaciones;10;9;9;9;PIT de Callao;Avión;9;9
14/09/2023;Hombre;España;Huesca;En familia;3 noches;;9;;9;9;;Los había visto anteriormente;;9;9;9;9;9;9;9;9;9;Sí;9;9;9;;9;Guías turísticas publicadas sobre la ciudad;9;9;25-44;;Ocio, recreo y vacaciones;9;9;9;9;PIT de Callao;Tren;9;9
14/09/2023;Hombre;España;Madrid;Residente;Residente;;10;;10;10;;Los había visto anteriormente;;10;10;10;10;10;10;9;10;10;Sí;NS/NC;NS/NC;10;;10;No ha buscado información;3;10;+65;;Residente;10;10;NS/NC;10;PIT de Atocha;Residente;10;9
14/09/2023;Hombre;España;Madrid;Residente;Residente;;8;;8;NS/NC;;Los había visto anteriormente;;9;9;9;8;8;9;7;9;8;Sí;NS/NC;NS/NC;8;;8;No ha buscado información;5;8;25-44;;Residente;9;8;NS/NC;9;PIT de Callao;Residente;8;8
14/09/2023;Mujer;España;Madrid;Residente;Residente;;8;;8;9;;Los había visto anteriormente;;9;8;9;8;8;8;9;10;9;Sí;NS/NC;NS/NC;8;;9;No ha buscado información;6;8;45-64;;Residente;8;8;NS/NC;8;PIT de Callao;Residente;9;8
14/09/2023;Mujer;España;Madrid;Residente;Residente;;10;;10;10;;Tenía información previa de su ubicación;;8;10;10;10;10;NS/NC;8;10;10;Sí;NS/NC;NS/NC;10;;10;Guías turísticas publicadas sobre la ciudad;9;10;+65;los habías buscado en internet;Residente;10;10;NS/NC;9;PIT de Atocha;Residente;10;8
14/09/2023;Mujer;Argentina;;En pareja;2 noches;;10;;10;10;;Los ha encontrado en su recorrido;;10;10;10;10;9;10;10;10;10;Sí;NS/NC;NS/NC;10;;10;No ha buscado información;9;10;25-44;;Ocio, recreo y vacaciones;10;10;NS/NC;10;PIT del Paseo del Prado;Avión;10;10
14/09/2023;Mujer;Perú;;Sólo;Excursionista;;8;;9;NS/NC;;Los ha encontrado en su recorrido;;10;10;10;10;8;9;10;9;10;No;10;10;NS/NC;;NS/NC;No ha buscado información;8;4;45-64;;Tránsito;10;NS/NC;10;10;PIT del Aeropuerto T-4;Avión;10;10
14/09/2023;Mujer;España;Madrid;Residente;Residente;;10;;10;10;;Los ha encontrado en su recorrido;;10;10;10;10;10;10;10;9;10;Sí;NS/NC;NS/NC;10;;10;No ha buscado información;10;10;45-64;;Residente;10;8;NS/NC;10;PIT de Atocha;Residente;10;5
14/09/2023;Hombre;Francia;;En familia;2 noches;;10;;10;NS/NC;;Los ha encontrado en su recorrido;;9;9;9;9;10;8;7;8;10;Sí;NS/NC;NS/NC;10;;10;No ha buscado información;5;1;45-64;;Ocio, recreo y vacaciones;9;10;NS/NC;8;PIT de Atocha;Avión;9;8
14/09/2023;Mujer;España;Madrid;Residente;Residente;;8;;9;8;;Los ha encontrado en su recorrido;;8;7;8;7;9;8;8;8;9;Sí;8;9;7;;7;No ha buscado información;8;8;+65;;Residente;9;7;9;8;PIT Palacio Real;Residente;7;8
14/09/2023;Hombre;España;Barcelona;Sólo;1 noche;;10;blogs;10;10;;Los ha encontrado en su recorrido;;10;10;10;10;10;9;10;10;10;Sí;NS/NC;NS/NC;10;;10;Otros (Indicar);7;10;25-44;;Ocio, recreo y vacaciones;10;10;NS/NC;10;PIT del Paseo del Prado;Tren;10;9
14/09/2023;Hombre;España;Madrid;Sólo;Residente;;8;;NS/NC;10;;Los había visto anteriormente;;10;NS/NC;10;10;8;10;8;9;8;Sí;9;7;9;;8;No ha buscado información;8;NS/NC;+65;;Ocio, recreo y vacaciones;10;10;7;8;PIT Cuesta de Moyano;Residente;10;7
14/09/2023;Hombre;Colombia;;En pareja;De 4 a 7 noches;;10;;10;10;;Tenía información previa de su ubicación;;10;10;10;10;10;10;10;10;10;Sí;10;10;10;;10;No ha buscado información;10;10;15-24;plaza mayor;Ocio, recreo y vacaciones;10;10;10;10;Centro de Turismo de la Plaza Mayor;Avión;10;9
14/09/2023;Mujer;España;Albacete;Sólo;2 noches;;10;;10;10;;Los había visto anteriormente;;10;10;10;10;10;10;10;10;10;Sí;10;10;10;;NS/NC;No ha buscado información;10;10;45-64;;Tránsito;10;10;10;10;PIT Palacio Real;Coche particular;10;10
14/09/2023;Hombre;España;Madrid;En pareja;Residente;;10;esmadrid.com;10;10;;Tenía información previa de su ubicación;;10;10;10;10;10;10;10;10;10;Sí;10;10;10;;NS/NC;Internet/web (Indicar páginas);10;10;45-64;CTPM, Palacio Real, Callao;Ocio, recreo y vacaciones;10;10;10;10;PIT del Paseo del Prado;Residente;10;10
14/09/2023;Mujer;Italia;;Con amigos;3 noches;;10;;8;10;;Los ha encontrado en su recorrido;;10;10;10;10;9;10;9;10;10;Sí;10;10;10;;10;Guías turísticas publicadas sobre la ciudad;9;8;15-24;;Ocio, recreo y vacaciones;10;10;10;10;Centro de Turismo de la Plaza Mayor;Avión;10;8
14/09/2023;Mujer;España;Madrid;Residente;Residente;;10;;9;NS/NC;;Los había visto anteriormente;;10;10;10;10;10;9;10;9;10;Sí;NS/NC;NS/NC;9;;9;No ha buscado información;7;9;25-44;;Residente;10;9;NS/NC;8;PIT del Paseo del Prado;Residente;10;8
